Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
343.0,18943.0,5390.0,Unemployed,38.0,Single,0.0,623.0,3.0,0.47,7701.0,48020.0,26935.0,12.0,Car,Urban,Not Graduate,Male,Private,No
344.0,14775.0,6635.0,Salaried,54.0,Single,0.0,566.0,0.0,0.1,17927.0,9730.0,7844.0,72.0,Home,Urban,Not Graduate,Male,Private,No
345.0,,,Self-employed,42.0,Single,2.0,796.0,3.0,0.18,10330.0,23161.0,35669.0,24.0,Personal,Semiurban,Graduate,Female,Private,Yes
346.0,15184.0,3610.0,Unemployed,31.0,Married,2.0,739.0,4.0,0.39,9770.0,28738.0,26145.0,24.0,Education,Urban,Graduate,Female,Private,
347.0,5343.0,1607.0,Contract,33.0,Married,2.0,706.0,1.0,0.46,14363.0,4925.0,9406.0,36.0,Personal,Semiurban,Graduate,Female,Private,No
348.0,15500.0,5179.0,Self-employed,24.0,Married,0.0,735.0,1.0,0.56,18645.0,9463.0,20339.0,12.0,Home,Semiurban,Graduate,Female,Private,No
349.0,11662.0,6573.0,Contract,42.0,Married,2.0,619.0,2.0,0.45,9768.0,,1321.0,72.0,Personal,Rural,Graduate,Male,Government,No
350.0,18964.0,984.0,Unemployed,27.0,Single,0.0,755.0,3.0,0.44,13401.0,23402.0,36858.0,60.0,Education,Semiurban,Graduate,Male,MNC,No
351.0,17125.0,5776.0,Self-employed,44.0,Married,0.0,699.0,4.0,0.3,8231.0,35010.0,31558.0,60.0,Business,Urban,Not Graduate,Male,Government,No
352.0,,3676.0,Self-employed,24.0,Married,1.0,795.0,3.0,0.1,16181.0,26717.0,8259.0,84.0,Personal,,Graduate,Male,Self,Yes
353.0,3679.0,3380.0,Self-employed,48.0,Single,0.0,555.0,0.0,0.16,6115.0,42552.0,7626.0,48.0,Education,Semiurban,Graduate,Male,Private,No
354.0,5506.0,8711.0,Salaried,35.0,Single,0.0,575.0,2.0,0.37,11249.0,10797.0,,36.0,Business,Urban,Graduate,Male,Self,No
355.0,15284.0,8782.0,Self-employed,21.0,Single,2.0,716.0,1.0,,12777.0,21594.0,20091.0,72.0,Home,Semiurban,Not Graduate,Male,Government,No
356.0,9253.0,1050.0,Salaried,23.0,,0.0,689.0,1.0,0.31,8549.0,7406.0,34058.0,,Car,Rural,Graduate,Male,Government,No
357.0,11435.0,3633.0,Salaried,34.0,Married,0.0,648.0,0.0,0.47,2658.0,14965.0,6286.0,84.0,Education,Urban,Graduate,Female,Private,No
358.0,13310.0,6342.0,Salaried,58.0,Married,0.0,691.0,0.0,0.36,10380.0,14733.0,8346.0,84.0,Personal,Semiurban,Not Graduate,Female,Private,No
359.0,15296.0,959.0,Salaried,21.0,Married,1.0,571.0,3.0,0.14,15265.0,27926.0,12568.0,60.0,Home,Rural,Not Graduate,Male,Government,No
360.0,15245.0,6059.0,Salaried,58.0,,1.0,600.0,1.0,0.2,9172.0,29783.0,32355.0,48.0,Personal,Semiurban,Not Graduate,Female,Private,No
361.0,13151.0,8884.0,Salaried,58.0,Married,,700.0,1.0,0.52,3934.0,18824.0,12588.0,,Personal,Semiurban,,Female,MNC,No
362.0,12457.0,5655.0,Self-employed,41.0,Single,2.0,725.0,1.0,0.46,15512.0,37394.0,22424.0,48.0,Education,Urban,Graduate,Male,Private,No
363.0,4479.0,4473.0,Salaried,49.0,Married,1.0,748.0,3.0,0.55,,43842.0,21449.0,24.0,Car,Urban,Graduate,Male,Private,Yes
364.0,6452.0,2946.0,Contract,,Single,2.0,653.0,3.0,0.16,,29287.0,,72.0,Personal,Semiurban,Graduate,Male,Government,No
365.0,7881.0,7725.0,Salaried,30.0,Single,0.0,727.0,1.0,0.6,5405.0,17568.0,21677.0,84.0,Education,Semiurban,Graduate,Male,MNC,No
366.0,16069.0,526.0,Salaried,48.0,Married,0.0,638.0,0.0,0.2,9708.0,31436.0,19243.0,24.0,Car,Rural,Graduate,Female,Private,Yes
367.0,,3224.0,Self-employed,41.0,Single,,690.0,1.0,0.11,3888.0,22380.0,8401.0,60.0,Home,Urban,Graduate,Female,Government,Yes
368.0,,1875.0,Self-employed,27.0,Married,0.0,762.0,4.0,0.6,13519.0,25796.0,7877.0,36.0,Education,Semiurban,Not Graduate,Female,Private,No
369.0,13922.0,1763.0,Salaried,23.0,Married,3.0,782.0,2.0,0.24,3997.0,,27267.0,12.0,Personal,Urban,Graduate,Male,Government,No
370.0,4489.0,8712.0,Contract,40.0,Single,1.0,687.0,2.0,0.43,10285.0,22947.0,10502.0,36.0,Personal,Urban,,Female,Self,No
371.0,11823.0,5797.0,Contract,39.0,Married,2.0,794.0,2.0,0.19,8619.0,4188.0,15619.0,36.0,Personal,Semiurban,,Male,,Yes
372.0,,7099.0,,55.0,Single,1.0,732.0,,0.39,2494.0,26669.0,18442.0,,,Urban,Not Graduate,Female,Private,Yes
373.0,11540.0,5109.0,Salaried,24.0,Married,1.0,558.0,3.0,,7509.0,36713.0,28216.0,72.0,Education,Urban,Graduate,Male,Private,No
374.0,18364.0,6644.0,Unemployed,25.0,Married,0.0,628.0,2.0,,10575.0,32813.0,,,Car,Urban,,Male,Government,No
375.0,6611.0,116.0,Self-employed,21.0,Married,2.0,601.0,0.0,0.44,11342.0,7765.0,11401.0,24.0,Car,Urban,Graduate,Male,Private,No
376.0,7878.0,2433.0,Salaried,24.0,Married,1.0,679.0,0.0,0.19,10602.0,24171.0,12707.0,72.0,Home,Rural,Graduate,Female,Self,Yes
377.0,18347.0,5463.0,Contract,32.0,Married,,702.0,,0.41,7212.0,11807.0,16240.0,12.0,Car,Rural,Graduate,Male,Government,Yes
378.0,2851.0,583.0,Salaried,47.0,Single,,,4.0,,7696.0,11204.0,17708.0,48.0,Business,Urban,Not Graduate,Male,Private,No
379.0,8833.0,8586.0,Salaried,43.0,Single,0.0,775.0,1.0,0.21,3663.0,28066.0,,36.0,Business,,Not Graduate,Female,Unemployed,Yes
380.0,13938.0,3788.0,Salaried,45.0,Single,,600.0,3.0,0.26,4394.0,43120.0,19276.0,60.0,Education,Semiurban,Not Graduate,Female,Private,No
381.0,,4167.0,Contract,41.0,Married,1.0,735.0,3.0,0.19,6783.0,38367.0,28393.0,24.0,Car,Rural,Graduate,Male,MNC,Yes
382.0,6000.0,8465.0,Self-employed,44.0,Single,2.0,,0.0,0.55,9988.0,23658.0,22234.0,72.0,Business,Urban,Not Graduate,Female,Unemployed,No
383.0,7052.0,1389.0,Self-employed,45.0,Single,0.0,584.0,0.0,0.3,13847.0,38081.0,12952.0,60.0,Personal,Semiurban,Not Graduate,Male,Self,No
384.0,4738.0,8357.0,Salaried,52.0,Single,2.0,779.0,0.0,0.22,16541.0,35986.0,1809.0,84.0,Business,Rural,Not Graduate,Male,Private,Yes
385.0,7387.0,6154.0,Salaried,52.0,Married,,680.0,3.0,0.32,116.0,14786.0,7801.0,12.0,Business,Urban,Graduate,,MNC,Yes
386.0,10002.0,5420.0,,25.0,Single,1.0,783.0,0.0,0.26,16767.0,30283.0,37797.0,60.0,Car,Rural,Graduate,Male,Self,No
387.0,7536.0,8920.0,Self-employed,56.0,Single,2.0,669.0,1.0,,10249.0,1056.0,39136.0,60.0,Car,Rural,Graduate,Male,Private,No
388.0,,2043.0,Salaried,59.0,Married,0.0,736.0,2.0,0.59,12533.0,46301.0,37190.0,36.0,Car,Rural,Not Graduate,Male,Private,No
389.0,5913.0,4197.0,Salaried,36.0,Single,1.0,619.0,3.0,0.32,15544.0,33911.0,28047.0,12.0,Personal,Urban,Graduate,Male,Private,
390.0,19450.0,3496.0,Contract,53.0,Married,3.0,796.0,0.0,0.53,7275.0,40986.0,27442.0,60.0,Education,Urban,Graduate,Female,MNC,No
391.0,12636.0,778.0,Salaried,41.0,Married,2.0,725.0,1.0,0.38,12999.0,9559.0,18373.0,24.0,Home,Urban,Not Graduate,Female,Unemployed,No
392.0,7726.0,213.0,Unemployed,29.0,Married,1.0,741.0,1.0,0.18,4021.0,27058.0,30805.0,12.0,Home,Rural,Graduate,Male,MNC,No
393.0,5373.0,3762.0,Salaried,26.0,Married,1.0,,2.0,0.45,6122.0,,21636.0,24.0,Home,Urban,Graduate,Male,Self,
394.0,14161.0,6731.0,Self-employed,55.0,Married,0.0,696.0,3.0,0.36,11275.0,1615.0,29380.0,72.0,Business,Semiurban,Not Graduate,Male,Government,
395.0,4082.0,3117.0,Salaried,59.0,Single,1.0,616.0,0.0,,14655.0,9062.0,14204.0,72.0,Car,Semiurban,Not Graduate,Female,Private,No
396.0,18281.0,5791.0,Unemployed,42.0,Married,2.0,759.0,3.0,0.54,13929.0,29214.0,12228.0,84.0,Home,Urban,Graduate,Male,Private,No
397.0,,,Salaried,25.0,Single,2.0,652.0,2.0,0.32,1590.0,45288.0,8263.0,48.0,Car,Urban,,Male,Private,No
398.0,11817.0,2720.0,Salaried,43.0,Single,0.0,622.0,2.0,0.55,13342.0,39745.0,5384.0,72.0,Personal,Semiurban,Graduate,Male,Government,No
399.0,13261.0,8905.0,Salaried,37.0,Married,0.0,665.0,2.0,0.48,7108.0,45187.0,9065.0,60.0,Personal,Rural,Graduate,Male,MNC,No
400.0,2417.0,6047.0,Salaried,32.0,Single,0.0,753.0,1.0,0.34,17727.0,43548.0,,12.0,Business,Urban,Graduate,Male,MNC,No
401.0,10808.0,8032.0,Salaried,43.0,Single,0.0,682.0,0.0,0.4,8770.0,11681.0,39198.0,72.0,,Rural,,Female,Private,No
402.0,,1.0,Unemployed,36.0,Single,0.0,616.0,2.0,0.26,6190.0,7984.0,16413.0,24.0,Personal,,Graduate,Female,Self,No
403.0,19209.0,6368.0,Salaried,23.0,Single,1.0,688.0,2.0,0.59,7939.0,28579.0,34070.0,60.0,Home,Semiurban,Graduate,Male,Government,
404.0,7745.0,,Contract,50.0,Single,0.0,670.0,2.0,0.43,12594.0,26274.0,4210.0,72.0,Home,Semiurban,,Male,Government,No
405.0,13338.0,6732.0,Self-employed,42.0,Single,0.0,643.0,1.0,,,38739.0,26466.0,36.0,Personal,Urban,Graduate,Female,Self,
406.0,2412.0,7833.0,Self-employed,29.0,Married,1.0,745.0,4.0,0.26,2565.0,,,24.0,Car,Semiurban,Not Graduate,Male,Private,Yes
407.0,9543.0,917.0,Salaried,49.0,Single,0.0,746.0,2.0,,3529.0,32481.0,,84.0,Personal,Rural,Graduate,Male,MNC,No
408.0,9587.0,3174.0,Salaried,57.0,Single,0.0,678.0,0.0,0.13,18708.0,1944.0,15530.0,,Home,Urban,Graduate,Female,Self,No
409.0,2728.0,7014.0,Contract,43.0,Married,,,1.0,0.11,16019.0,29457.0,6325.0,84.0,Home,Semiurban,Not Graduate,Female,,Yes
410.0,13657.0,89.0,Unemployed,33.0,Married,0.0,641.0,3.0,0.33,19108.0,10114.0,32832.0,24.0,Education,Urban,Not Graduate,Male,Private,No
411.0,7988.0,,Salaried,52.0,Single,1.0,612.0,,0.27,320.0,40846.0,28423.0,84.0,,Semiurban,Graduate,Male,Private,No
412.0,4967.0,3041.0,,43.0,Married,0.0,578.0,1.0,0.32,1567.0,19130.0,20295.0,48.0,Business,Semiurban,Graduate,Female,Private,No
413.0,16527.0,105.0,Salaried,37.0,Single,2.0,759.0,3.0,0.23,4721.0,13312.0,18120.0,36.0,Business,Semiurban,Graduate,Female,Self,Yes
414.0,18048.0,8619.0,Unemployed,41.0,Married,3.0,561.0,1.0,0.18,10367.0,33596.0,19562.0,48.0,Personal,Urban,Not Graduate,Female,MNC,No
415.0,19506.0,,Salaried,22.0,Married,2.0,626.0,1.0,0.44,5495.0,39551.0,11789.0,72.0,Business,Rural,Not Graduate,Female,Private,
416.0,19955.0,6090.0,Salaried,57.0,Married,1.0,590.0,,,8663.0,10751.0,16472.0,36.0,Personal,Urban,Graduate,Male,Self,Yes
417.0,7073.0,,Contract,26.0,Married,2.0,679.0,3.0,0.2,19625.0,7907.0,4995.0,24.0,Home,Semiurban,,Male,Government,Yes
418.0,7104.0,6082.0,Salaried,38.0,Single,2.0,586.0,2.0,0.26,16041.0,29114.0,,48.0,Car,Semiurban,Graduate,Male,Private,No
419.0,4143.0,634.0,Salaried,,Single,0.0,722.0,3.0,0.4,1925.0,,12591.0,60.0,Personal,Rural,Graduate,Male,Self,No
420.0,9357.0,1925.0,Self-employed,42.0,Single,0.0,757.0,0.0,0.14,6223.0,20310.0,32906.0,36.0,Car,Urban,Graduate,Male,Self,Yes
421.0,14043.0,2056.0,Unemployed,53.0,Married,2.0,725.0,3.0,0.17,5871.0,36725.0,37196.0,24.0,Car,,Graduate,Male,Private,Yes
422.0,5440.0,6917.0,Salaried,50.0,Married,0.0,573.0,1.0,0.14,17171.0,19996.0,34277.0,12.0,Car,Urban,Graduate,Female,Private,No
423.0,7644.0,3144.0,Salaried,37.0,Single,0.0,648.0,0.0,0.51,9539.0,7047.0,1962.0,36.0,Home,Semiurban,Not Graduate,Female,Government,No
424.0,12518.0,552.0,Salaried,52.0,Single,,699.0,0.0,0.48,17062.0,40017.0,1037.0,36.0,Home,Semiurban,Graduate,Male,Private,
425.0,16552.0,8907.0,Salaried,34.0,Married,2.0,649.0,1.0,0.48,19780.0,29767.0,2143.0,72.0,Home,Rural,Graduate,Male,MNC,
426.0,4914.0,5383.0,Self-employed,30.0,Married,0.0,688.0,1.0,0.46,5855.0,,15001.0,60.0,Home,Semiurban,Not Graduate,Male,Government,No
427.0,15584.0,3911.0,Salaried,56.0,Married,1.0,796.0,,0.43,19565.0,37527.0,33337.0,72.0,Car,Rural,Not Graduate,Male,Private,No
428.0,,3389.0,Salaried,54.0,Single,0.0,607.0,,0.34,10235.0,25102.0,17175.0,84.0,Personal,Urban,Graduate,Female,Private,No
429.0,16397.0,8442.0,Salaried,29.0,Single,2.0,723.0,1.0,0.42,9069.0,5263.0,10823.0,36.0,,Rural,Graduate,Male,MNC,No
430.0,10787.0,2430.0,Self-employed,48.0,Married,0.0,578.0,2.0,0.12,10043.0,44049.0,30627.0,36.0,Education,Urban,Not Graduate,Male,Self,Yes
431.0,16191.0,458.0,Salaried,,Married,,712.0,1.0,0.41,16779.0,2902.0,22740.0,84.0,Business,Semiurban,Graduate,Male,Self,No
432.0,,207.0,Contract,34.0,Single,2.0,789.0,1.0,0.49,18661.0,31823.0,8013.0,60.0,Personal,Semiurban,Graduate,Female,Private,Yes
433.0,19749.0,899.0,Salaried,59.0,Married,1.0,795.0,3.0,,7297.0,31540.0,24433.0,60.0,Business,Semiurban,Graduate,Female,MNC,Yes
434.0,2698.0,21.0,Contract,39.0,Married,2.0,692.0,3.0,0.28,12739.0,36335.0,19055.0,48.0,Car,Urban,Graduate,Female,Private,Yes
435.0,,8601.0,Contract,35.0,Married,1.0,609.0,3.0,0.24,16117.0,11190.0,21572.0,24.0,Home,Semiurban,Graduate,Male,Self,Yes
,16512.0,894.0,Salaried,48.0,Married,0.0,644.0,1.0,0.42,15839.0,41843.0,22840.0,24.0,Education,Urban,Graduate,Male,MNC,No
437.0,15923.0,514.0,Salaried,44.0,Married,1.0,591.0,3.0,0.45,5978.0,28690.0,10013.0,48.0,Home,Urban,Graduate,Male,Private,No
438.0,18779.0,7294.0,Salaried,28.0,Single,0.0,782.0,0.0,0.54,14167.0,3994.0,,,Education,Urban,Graduate,Male,Government,No
439.0,9400.0,4904.0,Salaried,29.0,Single,0.0,592.0,0.0,0.27,15454.0,38997.0,16817.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,No
440.0,6171.0,7867.0,Salaried,53.0,Single,0.0,757.0,1.0,0.48,10632.0,3010.0,12182.0,48.0,Car,Urban,Graduate,Male,Government,No
441.0,6360.0,4109.0,Salaried,53.0,Single,2.0,623.0,3.0,0.38,5676.0,8377.0,36107.0,48.0,Personal,,,Male,Private,No
442.0,4502.0,7179.0,Salaried,39.0,Married,3.0,726.0,0.0,0.54,,14036.0,14353.0,24.0,Personal,Urban,Not Graduate,,MNC,No
443.0,19101.0,1560.0,Contract,23.0,,3.0,741.0,0.0,0.36,384.0,27467.0,11768.0,12.0,Home,Urban,Graduate,Male,Private,Yes
444.0,7486.0,1266.0,Salaried,30.0,Married,1.0,709.0,0.0,0.36,12751.0,1048.0,6999.0,24.0,Car,Rural,Not Graduate,Male,Government,No
,10335.0,3638.0,Contract,21.0,Single,0.0,613.0,3.0,0.39,4856.0,37978.0,19910.0,72.0,Business,Rural,Not Graduate,Female,Unemployed,No
446.0,6491.0,8941.0,Salaried,49.0,Single,1.0,792.0,2.0,,,48606.0,1377.0,12.0,Personal,Urban,,Female,MNC,Yes
447.0,13130.0,3427.0,Contract,54.0,Married,2.0,551.0,1.0,0.58,8916.0,17038.0,4469.0,48.0,Home,Semiurban,Graduate,Male,Government,No
448.0,9651.0,4780.0,Self-employed,33.0,Married,0.0,701.0,2.0,,11375.0,33576.0,22019.0,12.0,Car,Semiurban,Not Graduate,Male,Government,Yes
449.0,3167.0,1927.0,Salaried,21.0,Married,3.0,764.0,2.0,0.13,10229.0,,37038.0,36.0,,Semiurban,Graduate,Female,Private,Yes
450.0,3062.0,2356.0,Self-employed,54.0,Married,0.0,615.0,2.0,0.57,,28609.0,18616.0,60.0,Personal,Semiurban,Graduate,Male,Private,No
451.0,13174.0,4790.0,,49.0,Married,3.0,715.0,0.0,0.36,5768.0,49115.0,6364.0,12.0,Personal,Urban,Not Graduate,Female,,No
452.0,6729.0,306.0,Salaried,33.0,Single,2.0,580.0,,0.41,10714.0,25070.0,11062.0,,Education,Semiurban,Not Graduate,Male,Private,No
453.0,11348.0,7979.0,Unemployed,49.0,Single,2.0,664.0,1.0,0.34,12737.0,,8765.0,60.0,Car,Urban,Not Graduate,Female,Private,No
,7334.0,3665.0,Salaried,,Married,0.0,781.0,2.0,0.15,4220.0,22996.0,30408.0,36.0,Personal,Urban,Graduate,Female,Private,Yes
455.0,10924.0,7057.0,Salaried,44.0,Married,0.0,575.0,0.0,0.48,2676.0,19161.0,23478.0,72.0,Business,Semiurban,Graduate,Female,Government,No
456.0,6330.0,661.0,Self-employed,46.0,Married,0.0,578.0,1.0,0.47,19042.0,47022.0,10414.0,84.0,Business,Semiurban,Graduate,Female,Private,No
457.0,8801.0,4644.0,Contract,37.0,Single,0.0,744.0,1.0,0.26,16544.0,41148.0,14701.0,,Car,Urban,Graduate,Male,Private,No
458.0,6846.0,8503.0,,27.0,Married,0.0,799.0,2.0,,9245.0,3228.0,35290.0,84.0,Home,,Graduate,Male,Private,No
459.0,8731.0,2920.0,Salaried,33.0,Married,1.0,627.0,0.0,0.52,,27365.0,23802.0,36.0,Business,Rural,Graduate,Male,Government,No
460.0,17368.0,8946.0,Self-employed,25.0,Married,1.0,574.0,3.0,0.14,14675.0,26188.0,15791.0,60.0,Car,Rural,Graduate,Male,Self,No
461.0,19337.0,6236.0,Salaried,46.0,Married,1.0,597.0,0.0,0.54,8502.0,43582.0,30542.0,60.0,Education,Semiurban,Graduate,Male,Government,No
462.0,4539.0,6078.0,Self-employed,23.0,Married,1.0,614.0,2.0,0.23,10415.0,9888.0,37710.0,24.0,Home,Semiurban,Graduate,Male,Unemployed,No
,9056.0,352.0,Unemployed,27.0,Single,0.0,730.0,3.0,0.4,12586.0,24130.0,16812.0,,Car,Semiurban,Graduate,Female,Private,No
464.0,13516.0,7005.0,,59.0,Married,,616.0,2.0,0.57,19798.0,40159.0,38014.0,72.0,Home,Urban,Not Graduate,Male,Private,
465.0,13493.0,158.0,Contract,21.0,Single,0.0,795.0,3.0,0.44,6625.0,43197.0,6317.0,12.0,Business,,Graduate,Male,Private,Yes
466.0,3542.0,956.0,Salaried,37.0,Married,1.0,639.0,2.0,0.31,5312.0,19790.0,39074.0,84.0,Education,,Not Graduate,Male,Government,No
467.0,15964.0,2071.0,Self-employed,45.0,Single,1.0,695.0,1.0,0.44,4142.0,,1923.0,,Personal,Semiurban,Not Graduate,Male,Self,No
468.0,19575.0,8595.0,Contract,23.0,Single,2.0,686.0,3.0,0.27,10923.0,34405.0,16138.0,72.0,Education,Semiurban,Graduate,Male,Private,No
,8313.0,3453.0,Salaried,35.0,Married,0.0,587.0,1.0,0.24,11456.0,25474.0,13892.0,72.0,Home,Rural,Graduate,Female,Government,No
470.0,19924.0,6675.0,Contract,49.0,Married,1.0,636.0,2.0,0.6,11011.0,,15254.0,60.0,Home,Rural,Graduate,Male,Government,No
471.0,15807.0,955.0,Salaried,52.0,Married,1.0,698.0,3.0,0.48,15251.0,43864.0,22450.0,84.0,Business,Urban,,Male,MNC,No
472.0,11580.0,6295.0,Self-employed,46.0,Single,0.0,,1.0,0.42,1482.0,37355.0,28328.0,48.0,Education,Urban,,,Self,No
473.0,19749.0,1712.0,,36.0,Married,1.0,614.0,1.0,0.28,16559.0,34879.0,36369.0,24.0,Business,Urban,Not Graduate,Male,Self,No
474.0,10691.0,4703.0,Self-employed,45.0,Single,3.0,698.0,1.0,0.12,,9367.0,18730.0,12.0,Business,Semiurban,Not Graduate,Female,Government,Yes
475.0,9494.0,6563.0,Salaried,48.0,Married,3.0,,3.0,0.12,13656.0,1722.0,24250.0,,Car,Semiurban,Not Graduate,Male,MNC,Yes
476.0,6312.0,5631.0,Self-employed,29.0,Single,0.0,655.0,4.0,0.38,7456.0,32145.0,27144.0,12.0,Home,Rural,Graduate,Male,MNC,No
477.0,3324.0,1394.0,Salaried,21.0,Single,0.0,672.0,2.0,0.48,11429.0,38634.0,11549.0,36.0,Education,,Not Graduate,Male,Government,No
478.0,5141.0,4732.0,Unemployed,49.0,Single,0.0,747.0,2.0,0.37,10436.0,11139.0,35589.0,60.0,Car,Rural,Not Graduate,Female,Government,No
479.0,3810.0,3714.0,Salaried,42.0,Married,0.0,796.0,4.0,0.52,2569.0,3128.0,18204.0,72.0,Car,Semiurban,,Male,Government,No
480.0,8588.0,529.0,Salaried,36.0,Married,0.0,593.0,0.0,0.12,5304.0,,21546.0,72.0,Personal,Rural,Graduate,Female,Private,
481.0,7301.0,2958.0,Self-employed,27.0,Single,0.0,649.0,0.0,0.28,16741.0,21617.0,11982.0,48.0,Car,Semiurban,Graduate,Male,Government,
482.0,17485.0,7904.0,Salaried,34.0,Married,3.0,577.0,3.0,0.22,18183.0,29080.0,17470.0,84.0,,Semiurban,Graduate,Male,Private,Yes
,13714.0,3591.0,Self-employed,49.0,Married,3.0,722.0,3.0,0.32,5185.0,36285.0,1042.0,84.0,Home,Semiurban,Not Graduate,Female,MNC,Yes
484.0,6748.0,,Self-employed,39.0,,0.0,566.0,3.0,0.14,6458.0,18533.0,9675.0,24.0,Business,Semiurban,Graduate,Male,Government,Yes
485.0,11435.0,525.0,Contract,39.0,Married,0.0,676.0,1.0,0.58,2261.0,33624.0,26354.0,24.0,Personal,Semiurban,Not Graduate,Male,Unemployed,No
486.0,5709.0,6477.0,Self-employed,22.0,Married,1.0,,0.0,0.21,3531.0,47996.0,10631.0,24.0,Personal,,Not Graduate,Male,Government,No
487.0,15116.0,1.0,Salaried,35.0,Married,0.0,717.0,1.0,0.56,,47947.0,11455.0,84.0,Personal,Urban,Graduate,Male,Self,No
488.0,11576.0,374.0,Salaried,23.0,Married,1.0,799.0,0.0,0.31,18170.0,28956.0,37615.0,72.0,Car,Semiurban,Graduate,Female,Private,Yes
489.0,12150.0,4648.0,Salaried,31.0,Single,1.0,793.0,1.0,0.59,11948.0,43443.0,14122.0,84.0,Personal,Semiurban,Graduate,Male,Government,No
490.0,8530.0,2365.0,Salaried,50.0,Single,2.0,680.0,3.0,0.38,15502.0,34077.0,,24.0,Personal,Urban,Not Graduate,Female,Government,No
491.0,12188.0,1525.0,Salaried,38.0,Single,2.0,625.0,0.0,0.57,14562.0,4952.0,27266.0,60.0,Personal,Urban,Graduate,Male,Private,No
492.0,16683.0,1646.0,Self-employed,22.0,Single,1.0,780.0,3.0,0.1,1881.0,47639.0,16969.0,12.0,Car,Urban,,Male,MNC,Yes
493.0,2504.0,13.0,Self-employed,52.0,,2.0,753.0,1.0,0.47,10778.0,43460.0,17958.0,72.0,Home,Semiurban,Graduate,Female,Private,No
494.0,3214.0,4599.0,Salaried,28.0,Married,0.0,743.0,2.0,0.55,3914.0,23796.0,21230.0,60.0,Home,,Not Graduate,Male,Government,No
,3531.0,2278.0,,42.0,Married,1.0,,0.0,0.17,6914.0,32746.0,11125.0,36.0,Personal,Urban,Not Graduate,Male,Private,Yes
496.0,,3155.0,Unemployed,26.0,Married,1.0,595.0,1.0,0.15,1123.0,22249.0,22570.0,60.0,Home,Urban,Graduate,Male,Unemployed,No
497.0,19312.0,8321.0,Contract,,Single,0.0,763.0,,,11795.0,1015.0,17477.0,60.0,Education,Urban,Graduate,Male,Private,Yes
498.0,7029.0,3814.0,Self-employed,56.0,Married,0.0,764.0,4.0,0.57,18771.0,26957.0,14711.0,36.0,Personal,Rural,Graduate,Female,Government,No
499.0,15428.0,3216.0,Salaried,35.0,Married,0.0,707.0,3.0,0.37,17397.0,17005.0,2046.0,60.0,Business,Urban,Graduate,Male,Private,No
500.0,18517.0,8219.0,Salaried,48.0,Married,3.0,618.0,1.0,0.36,4424.0,22292.0,24780.0,,Business,Semiurban,Graduate,Male,,No
,4105.0,2113.0,Salaried,38.0,,0.0,686.0,0.0,0.17,12874.0,32876.0,16831.0,72.0,Home,Semiurban,Graduate,Female,MNC,Yes
502.0,5627.0,4356.0,Salaried,22.0,Single,0.0,634.0,4.0,0.1,5725.0,48046.0,18883.0,48.0,Business,Rural,Graduate,Male,Private,No
503.0,14972.0,,Unemployed,33.0,Married,0.0,560.0,1.0,0.51,,15817.0,11452.0,84.0,Personal,Urban,Graduate,Male,Self,No
504.0,3852.0,4555.0,Contract,35.0,Single,2.0,618.0,0.0,0.14,12887.0,26470.0,16468.0,36.0,,Urban,Graduate,Male,Private,No
505.0,6910.0,,Salaried,40.0,Married,0.0,648.0,2.0,0.42,2158.0,10759.0,23237.0,72.0,Education,Urban,Graduate,Female,Private,No
506.0,13003.0,3374.0,Salaried,49.0,Married,3.0,640.0,4.0,0.56,11795.0,,15273.0,24.0,Home,Urban,Graduate,Female,Government,No
507.0,15843.0,6430.0,Contract,49.0,Single,2.0,790.0,0.0,0.2,18012.0,7412.0,35333.0,12.0,Car,Semiurban,Graduate,Female,Government,Yes
508.0,13704.0,3466.0,Salaried,23.0,Married,1.0,743.0,0.0,0.43,,21504.0,13992.0,48.0,Personal,Urban,Graduate,Male,Government,No
509.0,17761.0,3081.0,Salaried,39.0,Single,2.0,,4.0,0.14,16623.0,43964.0,38465.0,12.0,Personal,Urban,Graduate,Male,,Yes
510.0,8190.0,629.0,Contract,23.0,Single,0.0,708.0,0.0,0.4,17783.0,9507.0,19228.0,12.0,Car,Rural,Graduate,Male,Private,No
511.0,19640.0,269.0,Salaried,34.0,Single,0.0,710.0,0.0,0.18,16770.0,22050.0,37534.0,24.0,Car,Semiurban,Not Graduate,Male,Private,Yes
512.0,7645.0,5724.0,Salaried,24.0,Single,2.0,716.0,2.0,0.47,12407.0,5820.0,,48.0,Car,Urban,Graduate,Female,Private,Yes
513.0,11588.0,5897.0,Salaried,31.0,Married,0.0,643.0,3.0,0.25,12304.0,8835.0,21858.0,84.0,Personal,Urban,Not Graduate,Male,Self,No
514.0,13829.0,,Contract,,Single,0.0,723.0,1.0,0.33,13919.0,28631.0,4871.0,12.0,Education,Urban,Graduate,Male,Unemployed,Yes
515.0,10053.0,6276.0,Self-employed,52.0,Married,1.0,714.0,4.0,0.4,13962.0,35617.0,13676.0,24.0,Business,Rural,Graduate,Female,Private,No
